id,name,is_closed,rating,review_count,address1,zip_code,latitude,longitude,price,phone,hotdogs,sandwiches,pizza,tradamerican,burgers,mexican,grocery,breakfast_brunch,coffee,chinese,italian,newamerican,chicken_wings,delis,bars,salad,seafood,bbq,bakeries,sushi
taqueria-guerrero-graham,taqueria guerrero,FALSE,3.5,10,921 S Main St,27253,36.0518799,-79.3997574,$,13362277133,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
oak-city-fish-and-chips-raleigh,oak city fish & chips,FALSE,4,24,511 S Wilmington St,27601,35.77371,-78.63818,$$,13362532219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
clean-air-lawn-care-durham-2,clean air lawn care,FALSE,5,3,"NA",27253,36.4315799,-80.36696,"NA",13362618066,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
table-16-restaurant-greensboro,table 16 restaurant,FALSE,4,111,600 S Elm St,27406,36.065906,-79.791045,$$$,13362798525,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
buckley-outdoor-services-timberlake-2,buckley outdoor services,FALSE,5,1,Hollis Way,27583,36.3378688,-78.8841649,"NA",13362903959,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
la-cocina-mexican-restaurant-roxboro,la cocina mexican restaurant,FALSE,4,15,241 S Madison Blvd,27573,36.3918686,-78.9890213,$$,13363300300,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
orange-county-speedway-rougemont,orange county speedway,FALSE,4,5,9740 Nc Highway 57,27572,36.230381,-78.9618835,"NA",13363641222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mountain-view-restaurant-pilot-mountain,mountain view restaurant,FALSE,4.5,20,729 S Key St,27041,36.377449,-80.4849396,$,13363689180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
classic-import-auto-service-greensboro-2,classic import auto service,FALSE,5,4,134 Paisley St,27401,36.078215899999996,-79.7918049,"NA",13364300908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ciao-pizza-italian-restaurant-whitsett,ciao pizza italian restaurant,FALSE,4,34,947 Golf House Rd W,27377,36.0638099,-79.60627,$$,13364466565,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
griffin-wing-productions-raleigh,griffin wing productions,FALSE,5,1,"NA",27617,35.9041743,-78.8058426,"NA",13364621103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
la-cocina-burlington,la cocina,FALSE,3.5,27,309 Huffman Mill Rd,27215,36.0769653,-79.4874115,$$,13365380049,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
san-marcos-mexican-restaurant-burlington,san marcos mexican restaurant,FALSE,4,36,3111 Waltham Blvd,27215,36.06902208,-79.50876575,$$,13365382708,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
el-burrito-loco-burlington-2,el burrito loco,FALSE,4.5,28,3409 S Church St,27215,36.08118153,-79.50926256,$,13365386156,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
kemco-of-burlington-graham-3,kemco of burlington,FALSE,5,1,428 Auto Park Dr,27253,36.059272,-79.405238,"NA",13365841166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cracker-barrel-old-country-store-burlington-2,cracker barrel old country store,FALSE,3.5,22,850 Huffman Mill Rd,27215,36.06892,-79.49525,$$,13365843833,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cancun-mexican-restaurant-burlington,cancun mexican restaurant,FALSE,3,17,3153 Garden Rd,27215,36.0690711,-79.4990458,$$,13365844494,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
freddys-frozen-custard-and-steakburgers-burlington,freddy's frozen custard & steakburgers,FALSE,3.5,16,1421 Boone Station Dr,27215,36.0687218,-79.5138321,$,13365860106,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
toreros-roxboro,torero's,FALSE,3.5,12,904 N Madison Blvd,27573,36.40721894,-78.97544091,$$,13365998022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
blue-denim-restaurant-greensboro,blue denim restaurant,FALSE,4,65,217 S Elm St,27401,36.07102,-79.7902,$$,13366765689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
davids-restaurant-asheboro,david's restaurant,FALSE,4,47,709 S Fayetteville St,27203,35.6988,-79.81457,$,13366830000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bojanglesrestaurants-lewisville,bojangles'restaurants,FALSE,3.5,4,1423 Lewisville Clemmons,27023,36.0784616,-80.3889632,$,13367780414,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mjs-restaurant-and-catering-greensboro,mj's restaurant & catering,FALSE,4.5,49,620 Dolley Madison Rd,27410,36.0885,-79.88428,$$$,13368524889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
cicciones-restaurant-lewisville,cicciones restaurant,FALSE,4,33,156 Lowes Foods Dr,27023,36.1012138,-80.411814,$$,13369454619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
greystone-village-shopping-center-raleigh,greystone village shopping center,FALSE,5,1,7713 Lead Mine Rd,27615,35.8869019,-78.659729,"NA",15164661800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
marmac-construction-inc-wake-forest,marmac construction inc,FALSE,5,6,1201 Miracle Dr,27587,35.964758,-78.524608,"NA",16463143063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
double-bomber-brew-tours-holly-springs,double bomber brew tours,FALSE,5,4,,27540,35.64063,-78.83114,"NA",16692322739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
southern-womens-show-raleigh,southern women's show,FALSE,4,9,1025 Blue Ridge Rd,27607,35.79567,-78.71228,"NA",17043766594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
badin-inn-restaurant-albemarle,badin inn restaurant,FALSE,4.5,3,The Badin Inn & Golf Club,28001,35.4010696,-80.111412,"NA",17044223683,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
mama-voulas-durham,mama voulas,FALSE,4.5,7,,27703,35.98893,-78.87534,"NA",17577843528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
cholanad-chapel-hill,cholanad,FALSE,4,233,308 W Franklin St,27516,35.91178,-79.06022,$$,18002465262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
leaffilter-of-raleigh-morrisville,leaffilter of raleigh,FALSE,3,2,175 Southport Dr,27560,35.7962844,-78.8030933,"NA",18002906106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
rock-n-roll-raleigh-marathon-and-1-2-marathon-raleigh,rock 'n' roll raleigh marathon & 1/2 marathon,FALSE,4,5,2 E S St,27601,35.7795897,-78.6381787,"NA",18003111255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
days-inn-raleigh-airport-research-triangle-park-morrisville,days inn raleigh-airport-research triangle park,FALSE,2.5,11,1000 Airport Blvd,27560,35.85809,-78.81954,$,18003291073,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
best-western-raleigh-inn-and-suites-raleigh,holiday inn express & suites raleigh ne - medical ctr area,FALSE,3,7,3618 New Bern Ave,27610,35.7969235,-78.57846925,$$,18003458082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
southwest-airlines-raleigh,southwest airlines,FALSE,3,24,Raleigh Durham Airport,27601,35.873905,-78.790641,"NA",18004359792,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
delta-airlines-morrisville,delta airlines,FALSE,3,17,John Brantley Blvd,27560,35.87830844,-78.79134606,"NA",18005324777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yourmechanic-raleigh-3,yourmechanic,FALSE,5,17,"NA",27601,35.773993,-78.61628051,"NA",18007016230,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
walnut-creek-ampitheatre-raleigh,walnut creek ampitheatre,FALSE,3,44,3801 Rock Quarry Rd,27610,35.7505417,-78.5783005,$$,18007453000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
extended-stay-america-raleigh-cary-regency-parkway-north-cary-2,extended stay america - raleigh - cary - regency parkway north,FALSE,1,8,1500 Regency Parkway,27518,35.73469,-78.7868,$,18008043724,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
coastal-federal-credit-union-garner-2,coastal federal credit union,FALSE,5,1,1060 Timber D E,27529,35.6891289,-78.5795364,"NA",18008684262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
yelps-boxing-and-brews-cary,yelp's boxing & brews,FALSE,5,10,2036 Renaissance Park Pl,27513,35.8263245,-78.770874,"NA",18134932656,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
got-to-be-nc-competition-dining-raleigh,got to be nc competition dining,FALSE,4.5,12,1705 E Millbrook,27609,35.8506091,-78.60620495,$$$,18282659075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
madigan-realty-keller-williams-raleigh-downtown-raleigh-2,madigan realty - keller williams raleigh downtown,FALSE,5,1,510 Glenwood Ave,27603,35.7870804,-78.6469934,"NA",18284003267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
post-parkside-at-wade-raleigh,post parkside at wade,FALSE,3,8,5443 Wade Park Boulevard,27607,35.8086353,-78.7344413,"NA",18442174988,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
parkside-five-points-raleigh,parkside five points,FALSE,4,1,2609 McNeill St,27608,35.8150664,-78.6304929,"NA",18442311825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
regal-cinemas-beaver-creek-12-apex-2,regal cinemas beaver creek 12,FALSE,3.5,21,1441 Beaver Creek Commons Drive,27502,35.7449705,-78.8827691,"NA",18444627342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
time-warner-cable-cary,time warner cable,FALSE,1.5,60,1307 NW Maynard Rd,27513,35.786005,-78.811065,"NA",18447572833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bulkogi-truck-durham,bulkogi truck,FALSE,5,32,"NA",27701,35.99922,-78.90362,$,18475306910,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
national-car-rental-morrisville-3,national car rental,FALSE,3.5,121,1001 Rental Car Dr,27623,35.86878803,-78.80138648,"NA",18552374219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
the-villages-at-pecan-grove-holly-springs,the villages at pecan grove,FALSE,5,1,4000 Penuche Way,27540,35.65461315,-78.83224851,"NA",18555989635,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
frontpoint-home-security-raleigh,frontpoint home security,FALSE,4,2,"NA",27608,35.80871,-78.64572,"NA",18558148269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
aldi-wake-forest,aldi,FALSE,4.5,12,2132 S Main St,27587,35.94835,-78.53532,$,18559552534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
desi-mazaa-cary,desi mazaa,FALSE,4,4,212 Grande Heights Dr,27513,35.80403798,-78.77954386,$$,18644921516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
