X.objectid,hsisid,name,address1,address2,city,state,postalcode,phonenumber,restaurantopendate,facilitytype,x,y,geocodestatus
1020,4092014398,Skipper`s Fish Fry and Market,1001 E Williams ST ,,APEX,NC,27502,(919) 303-2400,2005-09-30T00:00:00.000Z,Restaurant,-78.843504,35.721112,M
1021,4092014675,Stromboli`s ,3434 Edwards Mill  RD ,,RALEIGH,NC,27609,(919) 785-7075,2006-09-01T00:00:00.000Z,Restaurant,-78.703451,35.82691,M
1022,4092014700,Cafe Capistrano,8471-A Garvey Ste 113 DR ,,RALEIGH,NC,27616,(919) 961-3216,2006-10-03T00:00:00.000Z,Restaurant,-78.567861,35.896076,M
1023,4092014719,Chick-fil-A of Knightdale,6711 Knightdale BLVD,,Knightdale,NC,27545,(919) 217-6981,2006-11-01T00:00:00.000Z,Restaurant,-78.504679,35.797684,M
1024,4092030127,JONESY'S CONCESSION & CATERING (WCID# 452),4900-A Craftsman DR ,,RALEIGH,NC,27609,(919) 369-7698,2004-12-09T00:00:00.000Z,Mobile Food Units,-78.605544,35.847718,M
1025,4092014223,Manchesters Bar and Grill,9101-153 Leesville Road,,RALEIGH,NC,27613,(919) 676-3310,2005-01-07T00:00:00.000Z,Restaurant,-78.723182,35.896759,T
1026,4092014233,Sheetz,1655 N Main Street,,FUQUAY VARINA,NC,27526,(919) 577-2215,2005-01-26T00:00:00.000Z,Restaurant,-78.760144,35.596945,M
1027,4092014269,Subway,1326 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2609,2005-02-10T00:00:00.000Z,Restaurant,-78.777701,35.590547,M
1028,4092014271,Salvio`s Pizzeria,2428 SW Cary Pkwy,,CARY ,NC,27513,(919) 467-4600,2005-03-07T00:00:00.000Z,Restaurant,-78.820859,35.76364,M
1029,4092020130,Harris Teeter #38 Deli ,5563 WESTERN BLVD ,,RALEIGH,NC,27606-1595,(919) 859-0110,1991-03-19T00:00:00.000Z,Food Stand,-78.72051,35.784126,M
1030,4092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660,1999-08-04T00:00:00.000Z,Public School Lunchrooms,-78.768234,35.812748,M
1031,4092014216,Sawasdee Thai Restaurant,3601 Capital BLVD STE 107,,RALEIGH,NC,27604-3394,(919) 878-0049,2004-11-28T00:00:00.000Z,Restaurant,-78.585929,35.829582,M
1032,4092110045,Rand Road Elem School Cafeteria,300 Arbor Green Dr,,GARNER,NC,27529,(919) 662-2283,1991-04-03T00:00:00.000Z,Public School Lunchrooms,0,0,U
1033,4092014492,Brasa Brazilian Steakhouse,8551 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 544-3344,2006-02-02T00:00:00.000Z,Restaurant,-78.783347,35.906851,M
1034,4092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,STE 105,RALEIGH,NC,27614,(919) 554-0508,2010-01-05T00:00:00.000Z,Restaurant,-78.55982,35.940755,M
1035,4092016062,MCDONALD'S #11646,7141 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 266-6700,2011-12-09T00:00:00.000Z,Restaurant,-78.488555,35.798777,M
1036,4092016070,BIG AL'S BBQ,2920 FORESTVILLE  RD ,STE 150,RALEIGH,NC,27616,(919) 217-0653,2011-12-16T00:00:00.000Z,Restaurant,-78.50931,35.893594,M
1037,4092016077,CHINA CARY,2972 Kildaire Farm RD,,CARY,NC,27511,(919) 363-5668,2012-01-04T00:00:00.000Z,Restaurant,-78.788701,35.71809,M
1038,4092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,,RALEIGH,NC,27606,(919) 854-0001,2010-01-19T00:00:00.000Z,Restaurant,-78.699499,35.7544,M
1039,4092016174,RIDGEWOOD WINE &amp; BEER CO.,1214 RIDGE RD ,,RALEIGH,NC,27607,(919) 832-5232,2012-05-09T00:00:00.000Z,Restaurant,-78.685581,35.80212,M
1040,4092016179,FRESHBERRY FROZEN YOGURT CAFE,2526 HILLSBOROUGH ST ,STE 104,RALEIGH,NC,27607,(919) 821-0772,2012-05-01T00:00:00.000Z,Restaurant,-78.669227,35.788352,M
1041,4092016189,BURGER KING #17359,851 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-0650,2012-05-31T00:00:00.000Z,Restaurant,-78.834991,35.638841,M
1042,4092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012-06-01T00:00:00.000Z,Food Stand,-78.654759,35.725823,M
1043,4092015580,CHINA PEARLCHINESE RESTAURANT,2841 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 851-0358,2010-03-17T00:00:00.000Z,Restaurant,-78.737733,35.743618,M
1044,4092016069,SUBWAY #29952,5412 APEX PEAKWAY ,,RALEIGH,NC,27502,(919) 362-7976,2011-12-15T00:00:00.000Z,Restaurant,0,0,U
1045,4092013831,Cruizers 28,7220 Six Forks Rd ,,RALEIGH,NC,27615,(919) 847-2606,2003-07-09T00:00:00.000Z,Restaurant,-78.645088,35.878654,M
1046,4092013835,Starbucks Coffee,125 Weston Pky,,CARY,NC,27513,(919) 677-6104,2003-07-10T00:00:00.000Z,Restaurant,-78.771157,35.826999,M
1047,4092011831,Taco Bell #3279,3821 WESTERN BLVD ,,RALEIGH,NC,27606-1934,(919) 851-9034,1995-12-08T00:00:00.000Z,Restaurant,-78.689533,35.784251,M
1048,4092040244,PNC 306 PUSHCART (WCID #165),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2010-09-21T00:00:00.000Z,Pushcarts,-78.722936,35.803242,M
1049,4092015885,THE OAKS AT WHITAKER GLEN,501 E WHITAKER MILL RD ,,RALEIGH,NC,27608-2646,(919) 839-5604,2011-01-12T00:00:00.000Z,Restaurant,-78.633029,35.808819,M
1050,4092110003,Broughton High Cafeteria,723 SAINT MARYS ST ,,RALEIGH,NC,27605-1424,(919) 856-7820,1991-09-16T00:00:00.000Z,Public School Lunchrooms,-78.653502,35.790759,M
1051,4092010618,Roast Grill,7 S WEST ST ,,RALEIGH,NC,27603-1831,(919) 832-8292,1991-04-22T00:00:00.000Z,Restaurant,-78.645644,35.780233,M
1052,4092010221,Dobbs Bldg. Snack Bar,430 N Salisbury St ,,RALEIGH,NC,27603-5926,(919) 733-5048,1991-04-25T00:00:00.000Z,Restaurant,-78.640329,35.786795,T
1053,4092016334,UNITED SKATES CAFE,2901 TRAWICK RD ,,RALEIGH,NC,27604-3754,(919) 790-3808,2013-01-08T00:00:00.000Z,Restaurant,-78.589346,35.820279,M
1054,4092016097,HYATT PLACE,710 CORPORATE CENTER DR ,,RALEIGH,NC,27607,(919) 233-2205,2012-01-31T00:00:00.000Z,Restaurant,-78.73806,35.791912,M
1055,4092021701,PAPA JOHN'S,5007 WINSTON HILL DR ,,CARY,NC,27513,(919) 380-7272,2012-02-16T00:00:00.000Z,Food Stand,-78.846411,35.790476,M
1056,4092300125,Grand Asia Market Meat Market,1253 BUCK JONES RD ,,RALEIGH,NC,27606-3326,,1999-03-03T00:00:00.000Z,Meat Market,-78.740675,35.765835,M
1057,4092020857,Sam`s Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998-12-18T00:00:00.000Z,Food Stand,-78.585004,35.846485,M
1058,4092014001,Logan`s Roadhouse,1000 Timber DR E ,,GARNER,NC,27529,(919) 329-9340,2004-03-05T00:00:00.000Z,Restaurant,-78.581032,35.688938,M
1059,4092015572,Keith's BBQ and Catering,13037 Keith Store  RD ,,WAKE FOREST,NC,27587,(919) 618-6211,2010-02-05T00:00:00.000Z,Restaurant,-78.561274,35.969035,M
1060,4092040157,New York Style Hot Dogs # 2 (WCID #173),400 Fayetteville Street,,RALEIGH,NC,27602,(919) 954-1990,2004-12-15T00:00:00.000Z,Pushcarts,-78.639883,35.77538,M
1061,4092015079,Subway #41914,841 E Gannon AVE ,,ZEBULON,NC,27597,(919) 269-2699,2008-02-29T00:00:00.000Z,Restaurant,-78.296347,35.831285,M
1062,4092016443,JUSTICE CENTER CAFE,300 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 831-9292,2013-06-11T00:00:00.000Z,Restaurant,-78.641119,35.77633,M
1063,4092021745,NORTHSIDE FISH MARKET,2275 NEW HOPE CHURCH RD ,,RALEIGH,NC,27604,(919) 850-0891,2013-06-17T00:00:00.000Z,Food Stand,-78.600627,35.836247,M
1064,4092014804,Mura At North Hills,4121 Main At North Hills ST ,,RALEIGH,NC,27609,(919) 781-7887,2007-02-23T00:00:00.000Z,Restaurant,-78.643231,35.837186,M
1065,4092021910,FOOD LION #1259,3685 NEW BERN AVE ,,RALEIGH,NC,27610,,2015-11-04T00:00:00.000Z,Food Stand,-78.579237,35.798853,M
1066,4092017081,RAGAZZI'S,1514 US HWY 70 W ,,GARNER,NC,27529,(919) 306-1879,2015-11-17T00:00:00.000Z,Restaurant,0,0,U
1067,4092017102,CHICK-FIL-A #868,4621 CAPITAL BLVD ,,RALEIGH,NC,27604-4479,(919) 850-2175,2015-12-08T00:00:00.000Z,Restaurant,-78.581187,35.84746,M
1068,4092017104,DUNKIN DONUTS/BASKIN ROBBINS #331785,7137 KNIGHTDALE BLVD ,STE A,KNIGHTDALE,NC,27545,(919) 217-9603,2015-12-11T00:00:00.000Z,Restaurant,-78.48976,35.798745,M
1069,4092017109,DUNKIN DONUTS #306810,3209  S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 661-7377,2015-12-15T00:00:00.000Z,Restaurant,-78.649706,35.735745,M
1070,4092014883,Ralph`s Grocery &amp; Deli/Grill,2317 Eagle Rock RD ,,WENDELL,NC,27591,(919) 366-2262,2007-05-21T00:00:00.000Z,Restaurant,-78.389723,35.752312,M
1071,4092014924,Carolina Ale House,11685 Northpark DR ,,WAKE FOREST,NC,27587,(919) 556-8666,2007-08-08T00:00:00.000Z,Restaurant,-78.543831,35.964665,M
1072,4092016748,BRIXX WOOD FIRED PIZZA #4000,402 OBERLIN ROAD,SUITE 120,RALEIGH,NC,27605,(919) 723-9370,2014-09-03T00:00:00.000Z,Restaurant,-78.662343,35.78976,M
1073,4092015154,MCCORMICK &amp; SMICK'S SEAFOOD RESTAURANT,4325 Glenwood AVE ,,RALEIGH,NC,27612,(919) 881-7848,2008-06-25T00:00:00.000Z,Restaurant,-78.681845,35.841838,T
1074,4092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998-09-14T00:00:00.000Z,Public School Lunchrooms,-78.830159,35.719657,M
1075,4092090014,FIVE POINTS CENTER FOR ACTIVE ADULTS,2000 NOBLE RD ,,RALEIGH,NC,27608,,2012-07-13T00:00:00.000Z,Elderly Nutrition Sites (catered),-78.634905,35.808385,M
1076,4092016083,NEW RAINBOW CHINESE RESTAURANT,3427 N Main St ,,FUQUAY-VARINA,NC,27526,(919) 567-8272,2012-01-31T00:00:00.000Z,Restaurant,-78.725843,35.625149,M
1077,4092015800,"Hwy 55 Burgers, Shakes & Fries",4325  GLENWOOD  AVE ,Ste. 2034,RALEIGH,NC,27612,(919) 510-5016,2010-10-21T00:00:00.000Z,Restaurant,-78.681845,35.841838,T
1078,4092015805,NOODLES AND COMPANY #857,8411 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-1330,2010-11-02T00:00:00.000Z,Restaurant,-78.783347,35.906851,M
1079,4092300249,GLADYS AFRICAN FABRICS & FOODS,5540-105 ATLANTIC SPRINGS  RD ,,RALEIGH,NC,27616,(919) 790-3575,2010-11-16T00:00:00.000Z,Meat Market,-78.596648,35.858287,M
1080,4092016215,Regency Suites Kitchen,4400 Capital BLVD ,,RALEIGH,NC,27604-4315,(919) 786-2211,2012-07-02T00:00:00.000Z,Restaurant,-78.578418,35.842834,M
1081,4092014193,Subway,3901-107 Capital BLVD,,RALEIGH,NC,27604,(919) 876-0772,2004-10-28T00:00:00.000Z,Restaurant,-78.582959,35.83465,M
1082,4092014194,El Paseo,3027-113 Capital BLVD ,,RALEIGH,NC,27604-3387,(919) 954-8518,2004-11-18T00:00:00.000Z,Restaurant,-78.591599,35.821073,M
1083,4092014816,Byte Cafe,1009 THINK PLACE,,MORRISVILLE,NC,27560,(919) 294-1336,2007-03-05T00:00:00.000Z,Restaurant,-78.837741,35.858085,M
1084,4092014842,Panda Express #1352,1000 Beaver Creek Commons DR ,,APEX,NC,27502,(919) 362-6369,2007-04-05T00:00:00.000Z,Restaurant,-78.873179,35.745199,M
1085,4092014893,Moe`s Southwest Grill #837,1016-A Shoppes at Midway Drive ,,KNIGHTDALE,NC,27545,(919) 266-1018,2007-06-25T00:00:00.000Z,Restaurant,-78.505708,35.797902,M
1086,4092011620,Legislative Bldg Snack Bar,16 W Jones St ,,RALEIGH,NC,27601-1030,,1995-01-10T00:00:00.000Z,Restaurant,-78.638946,35.783214,M
1087,4092021170,Snoopy`s Hot Dogs & More # 4,3600 Hillsborough St ,,RALEIGH,NC,27607,(919) 755-9022,2003-02-05T00:00:00.000Z,Food Stand,-78.683595,35.793391,M
1088,4092021171,Super Target Deli,12000 Retail Dr,,WAKE FOREST,NC,27587,(919) 761-1001,2003-01-29T00:00:00.000Z,Food Stand,-78.541852,35.974184,M
1089,4092015694,Teriyakin,10970 Chapel Hill RD ,Ste. 112,MORRISVILLE,NC,27560,(919) 410-7775,2010-08-12T00:00:00.000Z,Restaurant,-78.840813,35.856202,M
1090,4092016244,PARADISE INDIA CUISINE,10255 CHAPEL HILL RD ,STE 400,MORRISVILLE,NC,27560,(919) 481-6881,2012-09-12T00:00:00.000Z,Restaurant,-78.82788,35.830126,M
1091,4092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003-01-17T00:00:00.000Z,Restaurant,-78.780687,35.735675,M
1092,4092016886,METLIFE CARY CAFE,201 METLIFE WAY,,CARY,NC,27513,(919) 538-7017,2015-02-23T00:00:00.000Z,Restaurant,-78.799756,35.830052,M
1093,4092110129,Moore Square Museum Middle School Cafeteria,301 S PERSON ST,,RALEIGH,NC,27601-1821,(919) 664-5750,2002-07-08T00:00:00.000Z,Public School Lunchrooms,-78.634245,35.776097,M
1094,4092013646,Barnes &amp; Noble Book Sellers #2126,5959 Triangle Town Blv, Ste 2107,RALEIGH,NC,27616,(919) 792-2140,2002-08-13T00:00:00.000Z,Restaurant,-78.576039,35.865999,M
1095,4092015853,PAPA JOHNS #3855,877 E GANNON AVE ,STE 302,ZEBULON,NC,27597,(919) 421-5555,2010-12-22T00:00:00.000Z,Restaurant,-78.294185,35.830158,M
1096,4092021644,FOOD LION #2199 Meat Market/SEAFOOD,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011-01-20T00:00:00.000Z,Food Stand,-78.702813,35.905571,M
1097,4092021647,WALMART #4484 DELI,8031 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 424-6235,2011-01-20T00:00:00.000Z,Food Stand,-78.566665,35.868091,M
1098,4092014264,Subway 10949,2859 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-4005,2005-03-04T00:00:00.000Z,Restaurant,-78.37991,35.794436,M
1099,4092300183,Food Lion #90 Meat Market,4317 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5376,2000-07-01T00:00:00.000Z,Meat Market,-78.613393,35.84096,M
1100,4092016485,ZAXBY'S #46101,995 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 435-0387,2013-08-07T00:00:00.000Z,Restaurant,-78.546893,35.975871,M
1101,4092011415,Neomonde Mediterranean,3817 BERYL RD,,RALEIGH,NC,27607-5244,(919) 828-1628,1991-04-23T00:00:00.000Z,Restaurant,-78.690189,35.793251,M
1102,4092015686,DAVID`S DUMPLING & NOODLE BAR,1900 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 239-4536,2010-07-28T00:00:00.000Z,Restaurant,-78.661587,35.785987,M
1103,4092014569,Sushi Thai,106 Kilmayne DR,,CARY,NC,27511-4465,(919) 467-5747,2006-04-28T00:00:00.000Z,Restaurant,-78.783044,35.770493,M
1104,4092014579,Saffron,4121 Davis DR,,MORRISVILLE,NC,27560,(919) 469-5774,2006-04-27T00:00:00.000Z,Restaurant,-78.858116,35.835626,M
1105,4092021735,The Centerline Cafe,201 SOCCER PARK DR ,,CARY,NC,27512,(919) 460-2521,2013-02-01T00:00:00.000Z,Food Stand,-78.755419,35.784088,M
1106,4092016363,MOJO'S GRILL WAKE TECH,9101 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 669-3739,2012-12-28T00:00:00.000Z,Restaurant,-78.703933,35.650868,M
1107,4092160010,Rex Rehabilitation And Nursing Care Center Cafe,4210 Lake Boone Tra ,,RALEIGH,NC,27609,(919) 784-6632,2003-04-16T00:00:00.000Z,Institutional Food Service,-78.70242,35.818172,M
1108,4092300216,A & C Supermarket Meat Market,3210-131 S Wilmington St ,,RALEIGH,NC,27603,(919) 232-2288,2003-07-09T00:00:00.000Z,Meat Market,-78.6505,35.736226,M
1109,4092015160,Peace China,802 Semart  DR ,Ste 106,RALEIGH,NC,27604,(919) 833-8668,2008-06-11T00:00:00.000Z,Restaurant,-78.639663,35.790523,M
1110,4092030128,Antojitos Dona Mary (WCID #004),4020-128 Capital BLVD ,,RALEIGH,NC,27604,(919) 878-1869,2005-01-18T00:00:00.000Z,Mobile Food Units,-78.582142,35.835267,M
1111,4092015054,Subway #30443,9800 Holly Springs RD ,,HOLLY SPRINGS,NC,27540,(919) 387-4818,2008-01-15T00:00:00.000Z,Restaurant,-78.799138,35.667127,M
1112,4092021508,Harris Teeter #330 Deli,1151  Tryon Village DR ,,CARY,NC,27518,(919) 233-3476,2008-02-21T00:00:00.000Z,Food Stand,-78.743226,35.747166,M
1113,4092040163,PNC 104 PUSHCART (WCID #119),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005-03-24T00:00:00.000Z,Pushcarts,-78.722936,35.803242,M
1114,4092014372,Panda King,3626 Rogers RD ,,WAKE FOREST,NC,27587,(919) 554-9666,2005-08-24T00:00:00.000Z,Restaurant,-78.504106,35.945107,M
1115,4092015958,GOLDEN CORRAL # 2501,1420 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-7604,2011-05-24T00:00:00.000Z,Restaurant,-78.77497,35.593768,M
1116,4092021415,BJ's Membership Club #177 Deli/Meat Market,6301 Triangle Plantation DR ,,RALEIGH,NC,27616,(919) 876-6779,2006-10-25T00:00:00.000Z,Food Stand,-78.582375,35.873156,M
1117,4092014768,Taqueria La Zacatecana,520 Village CT,,GARNER,NC,27529,(919) 779-3448,2007-01-10T00:00:00.000Z,Restaurant,-78.618595,35.707749,M
1118,4092014769,Umstead Hotel &amp; Spa Food Service,100 Woodland Pond ,,CARY,NC,27513,(919) 447-4000,2007-01-12T00:00:00.000Z,Restaurant,-78.764583,35.829895,M
1119,4092015915,SUBWAY #50592,601 N MAIN ST ,,HOLLY SPRINGS,NC,27545,(919) 557-4411,2011-03-17T00:00:00.000Z,Restaurant,-78.83662,35.660975,M
1120,4092015171,RUTH`S CHRIS,4381 LASSITER AT NORTH HILLS AVE ,,RALEIGH,NC,27609,(919) 791-1103,2008-07-11T00:00:00.000Z,Restaurant,-78.643231,35.837186,M
1121,4092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016-10-04T00:00:00.000Z,Restaurant,-78.877707,35.759649,M
1122,4092021196,Harris Teeter #112 Produce,270 Grande Heights Dr ,,CARY,NC,27513,(919) 460-4326,2003-06-24T00:00:00.000Z,Food Stand,-78.780575,35.804703,M
1123,4092160035,Lee`s Long Term Care Facility Kitchen,7133 Rock Service Station Rd ,,RALEIGH,NC,27603,(919) 772-8846,2003-07-10T00:00:00.000Z,Institutional Food Service,-78.63819,35.587972,M
1124,4092015807,CARIBOU COFFEE #306,109 SW MAYNARD RD ,,CARY,NC,27511,(919) 319-6265,2010-08-27T00:00:00.000Z,Restaurant,-78.782691,35.770988,M
1125,4092015798,BOJANGLES,3023 WINSTON HILL DR ,,CARY,NC,27519,(919) 460-9224,2010-10-21T00:00:00.000Z,Restaurant,-78.846378,35.789067,M
1126,4092015850,FLAME KABOB,7961 SKYLAND RIDGE PKY ,STE 110,RALEIGH,NC,27617,(919) 596-2525,2011-01-09T00:00:00.000Z,Restaurant,-78.78226,35.913998,M
1127,4092015856,PIZZA HUT #9210,321  N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 346-9020,2011-01-04T00:00:00.000Z,Restaurant,-78.835119,35.655827,M
1128,4092015642,EMBASSY SUITES AND FLYING SPOONS,8001 ARCO CORPORATE  DR ,,RALEIGH,NC,27617,(919) 572-2200,2010-06-02T00:00:00.000Z,Restaurant,-78.7764,35.907269,M
1129,4092300259,CASABLANCA MARKET,1365 SE MAYNARD RD ,,CARY,NC,27511,(919) 469-5671,2012-12-14T00:00:00.000Z,Meat Market,-78.764433,35.788477,M
1130,4092014238,Bojangles,4621 New Bern AVE ,,RALEIGH,NC,27610,(919) 231-9028,2005-02-04T00:00:00.000Z,Restaurant,-78.557866,35.798915,M
1131,4092014288,Stromboli`s,2900 Spring Forest Rd,,RALEIGH,NC,27616,(919) 876-4222,2005-03-30T00:00:00.000Z,Restaurant,-78.591142,35.854952,M
1132,4092300243,HARRIS TEETER #311 MEAT MARKET,324 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27502,(919) 552-1596,2009-09-10T00:00:00.000Z,Meat Market,-78.839209,35.639876,M
1133,4092013467,Abyssinia Ethiopian Restaurant,2109 AVENT FERRY RD,,RALEIGH,NC,27606-2198,(919) 664-8151,2001-11-30T00:00:00.000Z,Restaurant,-78.676051,35.778358,M
1134,4092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,NC,27616-4335,(919) 790-9099,1991-05-07T00:00:00.000Z,Food Stand,-78.573057,35.842551,M
1135,4092021139,Kroger #371 Produce ,1371 EAST BROAD STREET ,,FUQUAY VARINA,NC,27526-1966,(919) 567-7423,2002-08-21T00:00:00.000Z,Food Stand,-78.776046,35.595487,M
1136,4092015298,GREEK FIESTA,1400 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 467-7330,2008-12-05T00:00:00.000Z,Restaurant,-78.848038,35.792307,M
1137,4092015057,La Casina De Mama Greta,1604-101 N Market DR ,,RALEIGH,NC,27609,(919) 559-6991,2008-02-01T00:00:00.000Z,Restaurant,-78.610533,35.841609,M
1138,4092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008-03-28T00:00:00.000Z,Restaurant,-78.679698,35.889443,M
1139,4092015436,KFC/TACO BELL #118,7108  GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 557-3801,2009-07-17T00:00:00.000Z,Restaurant,-78.830811,35.635797,M
1140,4092021687,PORT CITY JAVA EB2,890  OVAL DR ,,RALEIGH,NC,27695,(919) 513-2420,2011-09-13T00:00:00.000Z,Food Stand,-78.673364,35.77127,M
1141,4092016005,HIBACHI &amp; CO,708  N JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 552-8899,2011-09-20T00:00:00.000Z,Restaurant,-78.778669,35.593446,M
1142,4092013755,Barham`s Restaurant,122 N ARENDELL AVE ,,ZEBULON,NC,27597-2602,(919) 404-0589,2002-09-17T00:00:00.000Z,Restaurant,-78.312708,35.821942,M
1143,4092017295,WENDY'S #6300,1900 LAKE PINE DR ,,APEX,NC,27602,(919) 387-8640,2016-08-25T00:00:00.000Z,Restaurant,-78.822297,35.743223,M
1144,4092017266,WENDY'S #6327,4750 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 876-9228,2016-08-26T00:00:00.000Z,Restaurant,-78.579902,35.850302,M
